26,1.0164e-06,0.19203,0.25051,0.21787,0.14211,0.074159,0.032248,0.01202,0.0039202,0.0011365,0.00029652,0.9264,11936,1200,1.5624e-06,1.2206e-12,6.3567e-19,2.4829e-25,7.7587e-32,2.0204e-38,4.5095e-45,8.807e-52,1.5289e-58,2.3888e-65,1.0325e-06,0.18717,0.24805,0.21914,0.14521,0.076973,0.034002,0.012874,0.0042653,0.0012561,0.00033292,0.92938,12137,1207,1.5871e-06,1.2595e-12,6.6634e-19,2.644e-25,8.3927e-32,2.2201e-38,5.0337e-45,9.9865e-52,1.7611e-58,2.7951e-65,1.5871e-06,0,8,0,0,0
18,1.0164e-06,0.19203,0.25051,0.21787,0.14211,0.074159,0.032248,0.01202,0.0039202,0.0011365,0.00029652,0.9264,11936,1200,1.5624e-06,1.2206e-12,6.3567e-19,2.4829e-25,7.7587e-32,2.0204e-38,4.5095e-45,8.807e-52,1.5289e-58,2.3888e-65,1.0314e-06,0.1875,0.24822,0.21906,0.145,0.076783,0.033882,0.012816,0.0042414,0.0012478,0.00033036,0.92918,12130,1200,1.5855e-06,1.2569e-12,6.6425e-19,2.6329e-25,8.3488e-32,2.2061e-38,4.9968e-45,9.903e-52,1.7446e-58,2.766e-65,1.5855e-06,0,12,0,0,0
20,1.0088e-06,0.19434,0.25164,0.21722,0.14063,0.072838,0.031437,0.01163,0.0037648,0.0010833,0.00028053,0.92495,11837,1201,1.5507e-06,1.2024e-12,6.2155e-19,2.4097e-25,7.4735e-32,1.9316e-38,4.2792e-45,8.2949e-52,1.4293e-58,2.2164e-65,1.035e-06,0.18643,0.24766,0.21933,0.14568,0.077406,0.034275,0.013009,0.0043203,0.0012753,0.00033883,0.92983,12174,1202,1.5909e-06,1.2656e-12,6.7115e-19,2.6694e-25,8.4938e-32,2.2522e-38,5.1188e-45,1.018e-51,1.7995e-58,2.8629e-65,1.591e-06,0,16,0,0,0
28,1.0155e-06,0.19229,0.25064,0.2178,0.14195,0.074011,0.032157,0.011976,0.0039025,0.0011304,0.00029469,0.92624,11922,1203,1.5611e-06,1.2185e-12,6.3407e-19,2.4746e-25,7.7262e-32,2.0102e-38,4.4831e-45,8.7482e-52,1.5174e-58,2.3688e-65,1.0298e-06,0.18799,0.24847,0.21894,0.14469,0.076498,0.033704,0.012728,0.0042057,0.0012353,0.00032655,0.92889,12108,1201,1.583e-06,1.2529e-12,6.6111e-19,2.6163e-25,8.2832e-32,2.1854e-38,4.942e-45,9.7789e-52,1.72e-58,2.7227e-65,1.583e-06,0,25,0,2,0
16,1.0098e-06,0.19403,0.25149,0.21731,0.14083,0.073013,0.031544,0.011682,0.0037852,0.0010902,0.00028261,0.92515,11849,1202,1.5523e-06,1.2048e-12,6.2341e-19,2.4193e-25,7.5109e-32,1.9432e-38,4.3091e-45,8.3613e-52,1.4421e-58,2.2386e-65,1.0234e-06,0.18992,0.24946,0.21844,0.14346,0.075375,0.033002,0.012385,0.0040669,0.0011871,0.00031185,0.9277,12023,1203,1.5731e-06,1.2373e-12,6.4882e-19,2.5517e-25,8.0281e-32,2.1049e-38,4.7302e-45,9.3015e-52,1.6258e-58,2.5576e-65,1.5731e-06,0,10,0,1,0
15,1.0155e-06,0.19229,0.25064,0.2178,0.14195,0.074011,0.032157,0.011976,0.0039025,0.0011304,0.00029469,0.92624,11922,1203,1.5611e-06,1.2185e-12,6.3407e-19,2.4746e-25,7.7262e-32,2.0102e-38,4.4831e-45,8.7482e-52,1.5174e-58,2.3688e-65,1.0225e-06,0.19018,0.24959,0.21837,0.1433,0.075226,0.032909,0.01234,0.0040488,0.0011808,0.00030994,0.92755,12012,1203,1.5718e-06,1.2353e-12,6.4721e-19,2.5432e-25,7.9948e-32,2.0944e-38,4.7028e-45,9.2398e-52,1.6137e-58,2.5364e-65,1.5718e-06,0,25,0,2,0
10,1.0098e-06,0.19403,0.25149,0.21731,0.14083,0.073013,0.031544,0.011682,0.0037852,0.0010902,0.00028261,0.92515,11849,1202,1.5523e-06,1.2048e-12,6.2341e-19,2.4193e-25,7.5109e-32,1.9432e-38,4.3091e-45,8.3613e-52,1.4421e-58,2.2386e-65,1.0179e-06,0.19158,0.25029,0.218,0.1424,0.074416,0.032407,0.012096,0.0039509,0.001147,0.0002997,0.92668,11947,1208,1.5647e-06,1.2241e-12,6.3843e-19,2.4973e-25,7.815e-32,2.038e-38,4.5553e-45,8.9095e-52,1.5489e-58,2.4236e-65,1.5647e-06,0,3,0,1,0
5,1.0098e-06,0.19403,0.25149,0.21731,0.14083,0.073013,0.031544,0.011682,0.0037852,0.0010902,0.00028261,0.92515,11849,1202,1.5523e-06,1.2048e-12,6.2341e-19,2.4193e-25,7.5109e-32,1.9432e-38,4.3091e-45,8.3613e-52,1.4421e-58,2.2386e-65,9.8939e-07,0.20034,0.25442,0.21539,0.13676,0.06947,0.029407,0.01067,0.0033873,0.00095591,0.00024278,0.92112,11586,1201,1.5209e-06,1.1566e-12,5.8634e-19,2.2294e-25,6.7813e-32,1.719e-38,3.7348e-45,7.1003e-52,1.1999e-58,1.8249e-65,1.5209e-06,0,11,0,1,0
11,1.0164e-06,0.19203,0.25051,0.21787,0.14211,0.074159,0.032248,0.01202,0.0039202,0.0011365,0.00029652,0.9264,11936,1200,1.5624e-06,1.2206e-12,6.3567e-19,2.4829e-25,7.7587e-32,2.0204e-38,4.5095e-45,8.807e-52,1.5289e-58,2.3888e-65,1.037e-06,0.18584,0.24734,0.21947,0.14606,0.077759,0.034499,0.013119,0.0043653,0.0012911,0.0003437,0.93019,12202,1200,1.594e-06,1.2705e-12,6.7507e-19,2.6902e-25,8.5767e-32,2.2786e-38,5.1889e-45,1.0339e-51,1.8312e-58,2.919e-65,1.594e-06,0,12,0,0,0
3,1.0164e-06,0.19203,0.25051,0.21787,0.14211,0.074159,0.032248,0.01202,0.0039202,0.0011365,0.00029652,0.9264,11936,1200,1.5624e-06,1.2206e-12,6.3567e-19,2.4829e-25,7.7587e-32,2.0204e-38,4.5095e-45,8.807e-52,1.5289e-58,2.3888e-65,1.0325e-06,0.18717,0.24805,0.21914,0.14521,0.076973,0.034002,0.012874,0.0042653,0.0012561,0.00033292,0.92938,12137,1207,1.5871e-06,1.2595e-12,6.6634e-19,2.644e-25,8.3927e-32,2.2201e-38,5.0337e-45,9.9865e-52,1.7611e-58,2.7951e-65,1.5871e-06,0,8,0,0,0
