72000,1.003e-06,0.19612,0.25249,0.2167,0.13949,0.071829,0.030824,0.011338,0.003649,0.0010439,0.00026878,0.92383,11764,1199,1.5418e-06,1.1886e-12,6.1088e-19,2.3547e-25,7.2611e-32,1.8659e-38,4.1098e-45,7.9208e-52,1.3569e-58,2.0922e-65,1.5418e-06,0,0,0,1,1
1.44e+05,1.0002e-06,0.19698,0.25289,0.21644,0.13893,0.071345,0.030531,0.011199,0.0035943,0.0010254,0.00026329,0.92328,11731,1196,1.5375e-06,1.182e-12,6.0581e-19,2.3286e-25,7.1608e-32,1.835e-38,4.0306e-45,7.7465e-52,1.3234e-58,2.0348e-65,1.5375e-06,0,6,0,1,4
2.16e+05,1.0231e-06,0.19001,0.24951,0.21842,0.1434,0.075321,0.032968,0.012369,0.0040603,0.0011848,0.00031115,0.92765,12026,1196,1.5726e-06,1.2366e-12,6.4823e-19,2.5486e-25,8.016e-32,2.101e-38,4.7202e-45,9.279e-52,1.6214e-58,2.5499e-65,1.5726e-06,0,6,0,1,4
2.88e+05,1.0143e-06,0.19266,0.25083,0.2177,0.14171,0.073795,0.032024,0.011912,0.0038769,0.0011216,0.00029204,0.92601,11913,1196,1.5592e-06,1.2155e-12,6.3176e-19,2.4626e-25,7.6793e-32,1.9956e-38,4.445e-45,8.6633e-52,1.5009e-58,2.3401e-65,1.5592e-06,0,6,0,1,4
3.6e+05,1.0023e-06,0.19634,0.25259,0.21663,0.13935,0.071708,0.03075,0.011303,0.0036352,0.0010393,0.0002674,0.92369,11758,1196,1.5408e-06,1.187e-12,6.0961e-19,2.3482e-25,7.2359e-32,1.8581e-38,4.0899e-45,7.8769e-52,1.3485e-58,2.0777e-65,1.5408e-06,0,6,0,1,4
4.32e+05,1.0128e-06,0.19314,0.25106,0.21756,0.14141,0.073525,0.031858,0.011832,0.0038451,0.0011107,0.00028876,0.92571,11893,1196,1.5568e-06,1.2118e-12,6.2887e-19,2.4476e-25,7.6209e-32,1.9774e-38,4.3977e-45,8.5581e-52,1.4804e-58,2.3047e-65,1.5568e-06,0,6,0,1,4
72000,1.009e-06,0.1943,0.25162,0.21723,0.14066,0.072865,0.031454,0.011638,0.0037679,0.0010844,0.00028085,0.92498,11841,1199,1.551e-06,1.2028e-12,6.2183e-19,2.4111e-25,7.4793e-32,1.9334e-38,4.2838e-45,8.3051e-52,1.4312e-58,2.2198e-65,1.551e-06,0,0,0,0,2
1.44e+05,1.012e-06,0.19337,0.25117,0.2175,0.14125,0.07339,0.031776,0.011792,0.0038293,0.0011053,0.00028713,0.92556,11882,1197,1.5556e-06,1.21e-12,6.2743e-19,2.4401e-25,7.5918e-32,1.9683e-38,4.3743e-45,8.5059e-52,1.4702e-58,2.2871e-65,1.5556e-06,0,0,0,0,4
2.16e+05,1.025e-06,0.18943,0.24921,0.21857,0.14377,0.075659,0.033179,0.012471,0.0041017,0.0011992,0.00031552,0.92801,12050,1197,1.5756e-06,1.2413e-12,6.5192e-19,2.5679e-25,8.0921e-32,2.125e-38,4.7831e-45,9.4203e-52,1.6492e-58,2.5985e-65,1.5756e-06,0,0,0,0,4
2.88e+05,1.0452e-06,0.1834,0.24604,0.22004,0.14759,0.079198,0.035415,0.013574,0.0045524,0.0013571,0.00036412,0.93164,12313,1195,1.6066e-06,1.2907e-12,6.9122e-19,2.7764e-25,8.9213e-32,2.3889e-38,5.483e-45,1.1012e-51,1.9658e-58,3.1583e-65,1.6067e-06,0,0,0,0,6
