25,1,3456000,1.5,0.5
25,1,864000,0.75,1
25,1,864000,0,0
25,1,4752000,0.75,0
25,0,6048000,2.25,0
25,0,6048000,0.75,0.75
25,1,6048000,3,1
25,0,6048000,3,1
25,1,2160000,0,0.75
25,1,864000,2.25,0.25
25,0,4752000,0,0
25,0,4752000,2.25,0.75
25,1,6048000,3,0.25
25,0,2160000,0.75,0.5
25,1,2160000,3,0
25,0,2160000,2.25,0.25
25,1,6048000,0.75,1
25,1,6048000,0,0.25
25,1,4752000,2.25,0.75
25,0,3456000,0.75,0.25
25,0,864000,2.25,0
25,1,2160000,3,1
25,0,4752000,0,1
25,0,2160000,2.104386267,1
25,0,864000,0,0.75
25,0,864000,0,0
25,0,864000,3,0.75
25,0,4752000,3,0.25
