3.8491e+08,1.2488e-06,0.12992,0.20825,0.22253,0.17835,0.11435,0.061097,0.027981,0.011213,0.0039939,0.0012804,0.95947,15024,1116,1.9197e-06,1.8426e-12,1.1791e-18,5.6588e-25,2.1726e-31,6.9514e-38,1.9064e-44,4.5746e-51,9.7576e-58,1.8732e-64,1.9197e-06,8,460,0,13,238
3.8491e+08,1.5241e-06,0.078213,0.153,0.19954,0.19518,0.15273,0.09959,0.055663,0.027223,0.011834,0.0046302,0.98001,18262,1436,2.3429e-06,2.7446e-12,2.1434e-18,1.2555e-24,5.8828e-31,2.2971e-37,7.6885e-44,2.2517e-50,5.8615e-57,1.3733e-63,2.3429e-06,8,779,1,9,248
3.8491e+08,1.9991e-06,0.030312,0.077775,0.13304,0.17068,0.17517,0.14982,0.10983,0.070451,0.04017,0.020614,0.99409,24209,1627,3.0729e-06,4.7215e-12,4.8363e-18,3.7155e-24,2.2835e-30,1.1695e-36,5.1341e-43,1.9721e-49,6.7335e-56,2.0692e-62,3.0729e-06,16,1081,1,0,0
3.8491e+08,1.7826e-06,0.047118,0.1078,0.16443,0.18811,0.17215,0.13129,0.085825,0.049091,0.02496,0.011421,0.9897,21777,1261,2.7402e-06,3.7542e-12,3.4291e-18,2.349e-24,1.2873e-30,5.8792e-37,2.3014e-43,7.8828e-50,2.4e-56,6.5764e-63,2.7402e-06,10,898,1,9,0
3.8491e+08,1.6929e-06,0.056331,0.1224,0.1773,0.19263,0.16742,0.12126,0.075279,0.040892,0.019745,0.0085806,0.98704,20644,1235,2.6023e-06,3.386e-12,2.9371e-18,1.9108e-24,9.9451e-31,4.3134e-37,1.6035e-43,5.2161e-50,1.5082e-56,3.9248e-63,2.6023e-06,10,813,0,18,0
3.8491e+08,1.4544e-06,0.089262,0.16663,0.20737,0.19356,0.14453,0.089936,0.047969,0.022387,0.0092868,0.0034672,0.97609,17705,1092,2.2357e-06,2.4992e-12,1.8625e-18,1.041e-24,4.6549e-31,1.7345e-37,5.5399e-44,1.5482e-50,3.846e-57,8.5986e-64,2.2357e-06,10,699,1,9,207
3.8491e+08,1.3465e-06,0.10902,0.18841,0.21708,0.18758,0.12967,0.074702,0.036886,0.015937,0.0061206,0.0021156,0.96846,16333,1069,2.0698e-06,2.142e-12,1.4779e-18,7.6473e-25,3.1657e-31,1.0921e-37,3.2291e-44,8.3545e-51,1.9213e-57,3.9768e-64,2.0698e-06,8,580,1,45,206
3.8491e+08,1.3465e-06,0.10902,0.18841,0.21708,0.18758,0.12967,0.074702,0.036886,0.015937,0.0061206,0.0021156,0.96846,16333,1069,2.0698e-06,2.142e-12,1.4779e-18,7.6473e-25,3.1657e-31,1.0921e-37,3.2291e-44,8.3545e-51,1.9213e-57,3.9768e-64,2.0698e-06,8,580,1,45,206
3.8491e+08,1.4809e-06,0.084917,0.16141,0.20453,0.19437,0.14778,0.093631,0.050848,0.024162,0.010206,0.0038796,0.97766,17905,1234,2.2764e-06,2.591e-12,1.9661e-18,1.1189e-24,5.0941e-31,1.9327e-37,6.2852e-44,1.7885e-50,4.5236e-57,1.0298e-63,2.2764e-06,8,665,1,0,166
3.8491e+08,2.0125e-06,0.029479,0.076148,0.13113,0.16936,0.17499,0.15068,0.1112,0.071812,0.041222,0.021296,0.99429,24410,1600,3.0936e-06,4.7853e-12,4.9347e-18,3.8166e-24,2.3614e-30,1.2176e-36,5.381e-43,2.0809e-49,7.1528e-56,2.2128e-62,3.0936e-06,12,1060,0,33,0
